1	-0.0637207	-0.0994873	-1.36084
1	-0.06958008	-0.08850098	-1.355225
1	-0.06994629	-0.09973145	-1.354126
1	-0.07763672	-0.09521484	-1.355469
1	-0.06774902	-0.07995605	-1.350586
1	-0.0682373	-0.107666	-1.350708
1	-0.06323242	-0.09265137	-1.362305
1	-0.06494141	-0.09069824	-1.346436
1	-0.07214355	-0.08898926	-1.341187
1	-0.06201172	-0.08166504	-1.36145
1	-0.06506348	-0.09179688	-1.35791
1	-0.06652832	-0.0859375	-1.339111
1	-0.06518555	-0.09814453	-1.363281
1	-0.06738281	-0.09326172	-1.354614
1	-0.07092285	-0.08959961	-1.340088
1	-0.07043457	-0.08764648	-1.355469
1	-0.06665039	-0.1051025	-1.363281
1	-0.06274414	-0.0847168	-1.34729
1	-0.06201172	-0.09924316	-1.351807
1	-0.06628418	-0.1131592	-1.349609
1	-0.0625	-0.08728027	-1.359253
1	-0.06665039	-0.08825684	-1.346558
1	-0.06640625	-0.1068115	-1.355225
1	-0.06213379	-0.09545898	-1.351196
1	-0.06872559	-0.09936523	-1.349243
1	-0.06799316	-0.1029053	-1.356567
1	-0.06274414	-0.09362793	-1.353394
1	-0.06665039	-0.1002197	-1.352173
1	-0.06884766	-0.1021729	-1.361816
1	-0.06713867	-0.09436035	-1.340942
1	-0.06665039	-0.09204102	-1.360962
1	-0.06872559	-0.09204102	-1.34436
1	-0.06958008	-0.09912109	-1.352173
1	-0.06030273	-0.09362793	-1.368164
1	-0.04797363	-0.06152344	-1.331543
1	-0.07287598	-0.1188965	-1.340942
1	-0.1123047	-0.1472168	-1.389038
1	-0.12854	-0.04248047	-1.361084
1	-0.02734375	-0.008911133	-1.352295
1	0.015625	-0.1971436	-1.251587
1	-0.00378418	-0.2159424	-1.418335
1	-0.09887695	-0.1131592	-1.377686
1	-0.03955078	-0.04943848	-1.372437
1	-0.04748535	-0.119751	-1.353882
1	-0.1077881	-0.1030273	-1.391968
1	-0.1043701	-0.1032715	-1.318359
1	-0.1234131	-0.08215332	-1.30835
1	-0.1328125	-0.01916504	-1.361084
1	-0.1192627	-0.1092529	-1.40564
1	-0.09265137	-0.06433105	-1.341919
1	-0.1009521	-0.08178711	-1.400757
1	-0.1171875	-0.09020996	-1.348511
1	-0.111084	-0.05578613	-1.324829
1	-0.1049805	-0.09375	-1.34375
1	-0.1104736	-0.07055664	-1.360962
1	-0.1158447	-0.08129883	-1.364746
1	-0.1125488	-0.09106445	-1.364136
1	-0.1055908	-0.06433105	-1.337402
1	-0.105957	-0.08044434	-1.366577
1	-0.1030273	-0.06323242	-1.375
1	-0.1083984	-0.0423584	-1.313232
1	-0.1153564	-0.07641602	-1.349976
1	-0.1108398	-0.07751465	-1.361328
1	-0.1236572	-0.05383301	-1.331909
1	-0.1068115	-0.05859375	-1.370117
1	-0.0949707	-0.07836914	-1.353149
1	-0.1070557	-0.08959961	-1.328735
1	-0.1021729	-0.08410645	-1.349365
1	-0.09558105	-0.06652832	-1.351318
1	-0.08447266	-0.1014404	-1.377197
1	-0.09765625	-0.08410645	-1.347168
1	-0.09216309	-0.0949707	-1.349243
1	-0.09558105	-0.09509277	-1.35791
1	-0.0994873	-0.07006836	-1.339722
1	-0.09301758	-0.0826416	-1.359375
1	-0.08496094	-0.078125	-1.366699
1	-0.08654785	-0.09411621	-1.348633
1	-0.09069824	-0.0769043	-1.361694
1	-0.09143066	-0.07434082	-1.363647
1	-0.09326172	-0.09399414	-1.347778
1	-0.08874512	-0.07824707	-1.364136
1	-0.1003418	-0.06848145	-1.340942
1	-0.1018066	-0.07971191	-1.342407
1	-0.09814453	-0.08044434	-1.350342
1	-0.09143066	-0.05078125	-1.354614
1	-0.1000977	-0.09729004	-1.337402
1	-0.08996582	-0.08227539	-1.360352
1	-0.08312988	-0.08874512	-1.369507
1	-0.08410645	-0.07983398	-1.347534
1	-0.09338379	-0.08105469	-1.341797
1	-0.08911133	-0.08032227	-1.353027
1	-0.08886719	-0.09350586	-1.355469
1	-0.08728027	-0.07373047	-1.356934
1	-0.09216309	-0.08361816	-1.352051
1	-0.09411621	-0.07568359	-1.350464
1	-0.09228516	-0.07531738	-1.352539
1	-0.09484863	-0.08288574	-1.344849
1	-0.09399414	-0.07971191	-1.359253
1	-0.09606934	-0.06872559	-1.354248
1	-0.0916748	-0.0769043	-1.353638
1	-0.09594727	-0.07287598	-1.355347
1	-0.09521484	-0.07312012	-1.354614
1	-0.09265137	-0.07177734	-1.353516
1	-0.09387207	-0.07824707	-1.355957
1	-0.09509277	-0.06652832	-1.350098
1	-0.08959961	-0.07519531	-1.355835
1	-0.09240723	-0.07873535	-1.360962
1	-0.09338379	-0.07421875	-1.354858
1	-0.09265137	-0.0670166	-1.349365
1	-0.09387207	-0.07226563	-1.348511
1	-0.08776855	-0.0814209	-1.361328
1	-0.09106445	-0.0703125	-1.353638
1	-0.09484863	-0.07104492	-1.350708
1	-0.09216309	-0.06896973	-1.346313
1	-0.08837891	-0.07006836	-1.35437
1	-0.0970459	-0.09020996	-1.350586
1	-0.09008789	-0.0604248	-1.35791
1	-0.09509277	-0.07446289	-1.361328
1	-0.09057617	-0.07788086	-1.355957
1	-0.09680176	-0.07727051	-1.342041
1	-0.09460449	-0.07946777	-1.350098
1	-0.08996582	-0.07336426	-1.352539
1	-0.09143066	-0.0904541	-1.35791
1	-0.0925293	-0.07873535	-1.36145
1	-0.0904541	-0.07641602	-1.347656
1	-0.09204102	-0.08874512	-1.344727
1	-0.0838623	-0.05224609	-1.36084
1	-0.08654785	-0.0982666	-1.355713
1	-0.09057617	-0.05725098	-1.341797
1	-0.09545898	-0.08728027	-1.356201
1	-0.09020996	-0.0657959	-1.335938
1	-0.07507324	-0.06616211	-1.372681
1	-0.0925293	-0.06237793	-1.339233
1	-0.08605957	-0.06872559	-1.358887
1	-0.08959961	-0.04846191	-1.345703
1	-0.08544922	-0.04492188	-1.351563
1	-0.09716797	-0.07641602	-1.365112
1	-0.07763672	-0.07006836	-1.361938
1	-0.08984375	-0.08325195	-1.337036
1	-0.09228516	-0.09008789	-1.360229
1	-0.08203125	-0.06726074	-1.36731
1	-0.08129883	-0.06945801	-1.351685
1	-0.07983398	-0.06750488	-1.356567
1	-0.09277344	-0.1029053	-1.342773
1	-0.09423828	-0.08557129	-1.346436
1	-0.078125	-0.07458496	-1.356445
1	-0.07250977	-0.0715332	-1.362915
1	-0.09411621	-0.1066895	-1.345093
1	-0.08996582	-0.1070557	-1.337402
1	-0.09912109	-0.1086426	-1.322144
1	-0.08166504	-0.07385254	-1.372314
1	-0.07373047	-0.08276367	-1.352295
1	-0.08728027	-0.07800293	-1.330688
1	-0.07543945	-0.1004639	-1.386108
1	-0.08105469	-0.08422852	-1.352539
1	-0.09265137	-0.07983398	-1.338013
1	-0.08691406	-0.07336426	-1.338867
1	-0.08508301	-0.08728027	-1.336426
1	-0.09594727	-0.1096191	-1.351929
